jahr;sportart;indikator;geschlecht;anzahl
2008;Schwingen;Teilnehmende;männlich;29
2008;Schwingen;Teilnehmende;weiblich;1
2008;Segeln;Kurse/Lager;;2
2008;Segeln;Leitende;;13
2008;Segeln;Teilnehmende;männlich;11
2008;Segeln;Teilnehmende;weiblich;7
2008;Skifahren;Kurse/Lager;;3
2008;Skifahren;Leitende;;12
2008;Skifahren;Teilnehmende;männlich;23
2008;Skifahren;Teilnehmende;weiblich;18
2008;Skilanglauf;Kurse/Lager;;1
2008;Skilanglauf;Leitende;;2
2008;Skilanglauf;Teilnehmende;männlich;5
2008;Skilanglauf;Teilnehmende;weiblich;0
2008;Skitouren;Kurse/Lager;;3
2008;Skitouren;Leitende;;16
2008;Skitouren;Teilnehmende;männlich;22
2008;Skitouren;Teilnehmende;weiblich;9
2008;Snowboard;Kurse/Lager;;1
2008;Snowboard;Leitende;;2
2008;Snowboard;Teilnehmende;männlich;4
2008;Snowboard;Teilnehmende;weiblich;1
2008;Speedskating;Kurse/Lager;;2
2008;Speedskating;Leitende;;5
2008;Speedskating;Teilnehmende;männlich;10
2008;Speedskating;Teilnehmende;weiblich;14
2008;Sportklettern;Kurse/Lager;;4
2008;Sportklettern;Leitende;;18
2008;Sportklettern;Teilnehmende;männlich;46
2008;Sportklettern;Teilnehmende;weiblich;41
2008;Squash;Kurse/Lager;;2
2008;Squash;Leitende;;3
2008;Squash;Teilnehmende;männlich;12
2008;Squash;Teilnehmende;weiblich;14
2008;Tennis;Kurse/Lager;;289
2008;Tennis;Leitende;;319
2008;Tennis;Teilnehmende;männlich;799
2008;Tennis;Teilnehmende;weiblich;470
2008;Tischtennis;Kurse/Lager;;14
2008;Tischtennis;Leitende;;65
2008;Tischtennis;Teilnehmende;männlich;123
2008;Tischtennis;Teilnehmende;weiblich;11
2008;Turnen und Rhönrad;Kurse/Lager;;262
2008;Turnen und Rhönrad;Leitende;;617
2008;Turnen und Rhönrad;Teilnehmende;männlich;1033
2008;Turnen und Rhönrad;Teilnehmende;weiblich;2151
2008;Unihockey;Kurse/Lager;;40
2008;Unihockey;Leitende;;68
2008;Unihockey;Teilnehmende;männlich;427
2008;Unihockey;Teilnehmende;weiblich;55
2008;Volleyball;Kurse/Lager;;78
2008;Volleyball;Leitende;;140
2008;Volleyball;Teilnehmende;männlich;156
2008;Volleyball;Teilnehmende;weiblich;775
2009;Badminton;Kurse/Lager;;42
2009;Badminton;Leitende;;132
2009;Badminton;Teilnehmende;männlich;177
2009;Badminton;Teilnehmende;weiblich;121
2009;Baseball/Softball;Kurse/Lager;;8
2009;Baseball/Softball;Leitende;;16
2009;Baseball/Softball;Teilnehmende;männlich;33
2009;Baseball/Softball;Teilnehmende;weiblich;10
2009;Basketball und Korbball;Kurse/Lager;;28
2009;Basketball und Korbball;Leitende;;56
2009;Basketball und Korbball;Teilnehmende;männlich;205
2009;Basketball und Korbball;Teilnehmende;weiblich;74
2009;Bergsport;Kurse/Lager;;3
2009;Bergsport;Leitende;;22
2009;Bergsport;Teilnehmende;männlich;20
2009;Bergsport;Teilnehmende;weiblich;11
2009;Curling;Kurse/Lager;;4
2009;Curling;Leitende;;15
2009;Curling;Teilnehmende;männlich;18
2009;Curling;Teilnehmende;weiblich;4
2009;Diverse Sportarten;Kurse/Lager;;1
2009;Diverse Sportarten;Leitende;;2
2009;Diverse Sportarten;Teilnehmende;männlich;6
2009;Diverse Sportarten;Teilnehmende;weiblich;0
2009;Eishockey;Kurse/Lager;;9
2009;Eishockey;Leitende;;26
2009;Eishockey;Teilnehmende;männlich;89
2009;Eishockey;Teilnehmende;weiblich;4
2009;Eiskunstlauf/Eistanz;Kurse/Lager;;45
2009;Eiskunstlauf/Eistanz;Leitende;;64
2009;Eiskunstlauf/Eistanz;Teilnehmende;männlich;12
2009;Eiskunstlauf/Eistanz;Teilnehmende;weiblich;301
2009;Faustball;Kurse/Lager;;2
2009;Faustball;Leitende;;4
2009;Faustball;Teilnehmende;männlich;19
2009;Faustball;Teilnehmende;weiblich;0
2009;Fussball;Kurse/Lager;;333
2009;Fussball;Leitende;;477
2009;Fussball;Teilnehmende;männlich;4338
2009;Fussball;Teilnehmende;weiblich;342
2009;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Kurse/Lager;;33
2009;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Leitende;;88
2009;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;männlich;90
2009;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;weiblich;330
2009;Gymnastik, Tanz und Tanzsport;Kurse/Lager;;19
2009;Gymnastik, Tanz und Tanzsport;Leitende;;28
2009;Gymnastik, Tanz und Tanzsport;Teilnehmende;männlich;8
2009;Gymnastik, Tanz und Tanzsport;Teilnehmende;weiblich;181
2009;Handball;Kurse/Lager;;61
2009;Handball;Leitende;;126
2009;Handball;Teilnehmende;männlich;554
2009;Handball;Teilnehmende;weiblich;182
2009;Judo;Kurse/Lager;;87
2009;Judo;Leitende;;267
2009;Judo;Teilnehmende;männlich;517
2009;Judo;Teilnehmende;weiblich;239
2009;Ju-Jitsu;Kurse/Lager;;12
2009;Ju-Jitsu;Leitende;;31
2009;Ju-Jitsu;Teilnehmende;männlich;93
2009;Ju-Jitsu;Teilnehmende;weiblich;50
2009;Karate;Kurse/Lager;;15
2009;Karate;Leitende;;57
2009;Karate;Teilnehmende;männlich;121
2009;Karate;Teilnehmende;weiblich;84
2009;Kids und Allround;Kurse/Lager;;224
2009;Kids und Allround;Leitende;;368
2009;Kids und Allround;Teilnehmende;männlich;1332
2009;Kids und Allround;Teilnehmende;weiblich;893
2009;KJSBL, Kinder- und Jugendsport Baselland;Kurse/Lager;;540
2009;KJSBL, Kinder- und Jugendsport Baselland;Leitende;;825
2009;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;männlich;3036
2009;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;weiblich;3002
2009;Lagersport/Trekking;Kurse/Lager;;89
2009;Lagersport/Trekking;Leitende;;359
2009;Lagersport/Trekking;Teilnehmende;männlich;1226
2009;Lagersport/Trekking;Teilnehmende;weiblich;1164
2009;Leichtathletik;Kurse/Lager;;64
2009;Leichtathletik;Leitende;;147
2009;Leichtathletik;Teilnehmende;männlich;284
2009;Leichtathletik;Teilnehmende;weiblich;437
2009;Orientierungslauf;Kurse/Lager;;2
2009;Orientierungslauf;Leitende;;12
2009;Orientierungslauf;Teilnehmende;männlich;12
2009;Orientierungslauf;Teilnehmende;weiblich;16
2009;Pferdesport (Reiten und Voltigieren);Kurse/Lager;;3
2009;Pferdesport (Reiten und Voltigieren);Leitende;;3
2009;Pferdesport (Reiten und Voltigieren);Teilnehmende;männlich;0
2009;Pferdesport (Reiten und Voltigieren);Teilnehmende;weiblich;12
2009;Polysportive Lager und Kurse;Kurse/Lager;;107
2009;Polysportive Lager und Kurse;Leitende;;512
2009;Polysportive Lager und Kurse;Teilnehmende;männlich;2021
2009;Polysportive Lager und Kurse;Teilnehmende;weiblich;1805
2009;Radsport (Kunstradfahren, Mountainbike und Strasse);Kurse/Lager;;13
2009;Radsport (Kunstradfahren, Mountainbike und Strasse);Leitende;;27
2009;Radsport (Kunstradfahren, Mountainbike und Strasse);Teilnehmende;männlich;30
2009;Radsport (Kunstradfahren, Mountainbike und Strasse);Teilnehmende;weiblich;16
2009;Schwimmen, Rettungsschwimmen und Wasserball;Kurse/Lager;;149
2009;Schwimmen, Rettungsschwimmen und Wasserball;Leitende;;251
2009;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;männlich;562
2009;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;weiblich;516
2009;Schwingen;Kurse/Lager;;4
2009;Schwingen;Leitende;;7
2009;Schwingen;Teilnehmende;männlich;29
2009;Schwingen;Teilnehmende;weiblich;1
2009;Segeln;Kurse/Lager;;2
2009;Segeln;Leitende;;8
2009;Segeln;Teilnehmende;männlich;11
2009;Segeln;Teilnehmende;weiblich;13
2009;Skifahren;Kurse/Lager;;10
2009;Skifahren;Leitende;;33
2009;Skifahren;Teilnehmende;männlich;108
2009;Skifahren;Teilnehmende;weiblich;121
2009;Skilanglauf;Kurse/Lager;;3
2009;Skilanglauf;Leitende;;9
2009;Skilanglauf;Teilnehmende;männlich;14
2009;Skilanglauf;Teilnehmende;weiblich;0
2009;Skitouren;Kurse/Lager;;4
2009;Skitouren;Leitende;;16
2009;Skitouren;Teilnehmende;männlich;40
2009;Skitouren;Teilnehmende;weiblich;12
2009;Snowboard;Kurse/Lager;;2
2009;Snowboard;Leitende;;6
2009;Snowboard;Teilnehmende;männlich;28
2009;Snowboard;Teilnehmende;weiblich;12
2009;Speedskating;Kurse/Lager;;2
2009;Speedskating;Leitende;;2
2009;Speedskating;Teilnehmende;männlich;6
2009;Speedskating;Teilnehmende;weiblich;6
2009;Sportklettern;Kurse/Lager;;1
2009;Sportklettern;Leitende;;11
2009;Sportklettern;Teilnehmende;männlich;5
2009;Sportklettern;Teilnehmende;weiblich;3
2009;Squash;Kurse/Lager;;8
2009;Squash;Leitende;;17
2009;Squash;Teilnehmende;männlich;41
2009;Squash;Teilnehmende;weiblich;24
2009;Tennis;Kurse/Lager;;184
2009;Tennis;Leitende;;210
2009;Tennis;Teilnehmende;männlich;614
2009;Tennis;Teilnehmende;weiblich;230
2009;Tischtennis;Kurse/Lager;;7
2009;Tischtennis;Leitende;;25
2009;Tischtennis;Teilnehmende;männlich;68
2009;Tischtennis;Teilnehmende;weiblich;9
2009;Turnen und Rhönrad;Kurse/Lager;;279
2009;Turnen und Rhönrad;Leitende;;784
2009;Turnen und Rhönrad;Teilnehmende;männlich;1243
2009;Turnen und Rhönrad;Teilnehmende;weiblich;1956
2009;Unihockey;Kurse/Lager;;30
2009;Unihockey;Leitende;;45
2009;Unihockey;Teilnehmende;männlich;274
2009;Unihockey;Teilnehmende;weiblich;62
2009;Volleyball;Kurse/Lager;;69
2009;Volleyball;Leitende;;130
2009;Volleyball;Teilnehmende;männlich;86
2009;Volleyball;Teilnehmende;weiblich;580
2010;Badminton;Kurse/Lager;;45
2010;Badminton;Leitende;;106
2010;Badminton;Teilnehmende;männlich;280
2010;Badminton;Teilnehmende;weiblich;149
2010;Baseball/Softball;Kurse/Lager;;6
2010;Baseball/Softball;Leitende;;12
2010;Baseball/Softball;Teilnehmende;männlich;25
2010;Baseball/Softball;Teilnehmende;weiblich;12
2010;Basketball und Korbball;Kurse/Lager;;40
2010;Basketball und Korbball;Leitende;;102
2010;Basketball und Korbball;Teilnehmende;männlich;274
2010;Basketball und Korbball;Teilnehmende;weiblich;93
2010;Bergsport;Kurse/Lager;;2
2010;Bergsport;Leitende;;26
2010;Bergsport;Teilnehmende;männlich;29
2010;Bergsport;Teilnehmende;weiblich;23
2010;Curling;Kurse/Lager;;5
2010;Curling;Leitende;;13
2010;Curling;Teilnehmende;männlich;23
2010;Curling;Teilnehmende;weiblich;7
2010;Diverse Sportarten;Kurse/Lager;;1
2010;Diverse Sportarten;Leitende;;2
2010;Diverse Sportarten;Teilnehmende;männlich;11
2010;Diverse Sportarten;Teilnehmende;weiblich;4
2010;Eishockey;Kurse/Lager;;19
2010;Eishockey;Leitende;;35
2010;Eishockey;Teilnehmende;männlich;154
2010;Eishockey;Teilnehmende;weiblich;7
2010;Eiskunstlauf/Eistanz;Kurse/Lager;;45
2010;Eiskunstlauf/Eistanz;Leitende;;69
2010;Eiskunstlauf/Eistanz;Teilnehmende;männlich;11
2010;Eiskunstlauf/Eistanz;Teilnehmende;weiblich;347
2010;Fussball;Kurse/Lager;;319
2010;Fussball;Leitende;;485
2010;Fussball;Teilnehmende;männlich;3685
2010;Fussball;Teilnehmende;weiblich;399
2010;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Kurse/Lager;;34
2010;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Leitende;;75
2010;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;männlich;93
2010;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;weiblich;290
2010;Gymnastik, Tanz und Tanzsport;Kurse/Lager;;16
2010;Gymnastik, Tanz und Tanzsport;Leitende;;19
2010;Gymnastik, Tanz und Tanzsport;Teilnehmende;männlich;8
2010;Gymnastik, Tanz und Tanzsport;Teilnehmende;weiblich;147
2010;Handball;Kurse/Lager;;67
2010;Handball;Leitende;;150
2010;Handball;Teilnehmende;männlich;504
2010;Handball;Teilnehmende;weiblich;231
2010;Judo;Kurse/Lager;;97
2010;Judo;Leitende;;170
2010;Judo;Teilnehmende;männlich;519
2010;Judo;Teilnehmende;weiblich;133
2010;Ju-Jitsu;Kurse/Lager;;15
2010;Ju-Jitsu;Leitende;;30
2010;Ju-Jitsu;Teilnehmende;männlich;72
2010;Ju-Jitsu;Teilnehmende;weiblich;44
2010;Karate;Kurse/Lager;;21
2010;Karate;Leitende;;73
2010;Karate;Teilnehmende;männlich;139
2010;Karate;Teilnehmende;weiblich;124
2010;Kids und Allround;Kurse/Lager;;148
2010;Kids und Allround;Leitende;;313
2010;Kids und Allround;Teilnehmende;männlich;847
2010;Kids und Allround;Teilnehmende;weiblich;1005
2010;KJSBL, Kinder- und Jugendsport Baselland;Kurse/Lager;;121
2010;KJSBL, Kinder- und Jugendsport Baselland;Leitende;;255
2010;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;männlich;2066
2010;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;weiblich;1687
2010;Lagersport/Trekking;Kurse/Lager;;73
2010;Lagersport/Trekking;Leitende;;292
2010;Lagersport/Trekking;Teilnehmende;männlich;858
2010;Lagersport/Trekking;Teilnehmende;weiblich;971
2010;Leichtathletik;Kurse/Lager;;73
2010;Leichtathletik;Leitende;;156
2010;Leichtathletik;Teilnehmende;männlich;371
2010;Leichtathletik;Teilnehmende;weiblich;472
2010;Orientierungslauf;Kurse/Lager;;3
2010;Orientierungslauf;Leitende;;15
2010;Orientierungslauf;Teilnehmende;männlich;22
2010;Orientierungslauf;Teilnehmende;weiblich;15
2010;Pferdesport (Reiten und Voltigieren);Kurse/Lager;;5
2010;Pferdesport (Reiten und Voltigieren);Leitende;;7
2010;Pferdesport (Reiten und Voltigieren);Teilnehmende;männlich;0
2010;Pferdesport (Reiten und Voltigieren);Teilnehmende;weiblich;19
2010;Polysportive Lager und Kurse;Kurse/Lager;;101
2010;Polysportive Lager und Kurse;Leitende;;505
2010;Polysportive Lager und Kurse;Teilnehmende;männlich;1911
2010;Polysportive Lager und Kurse;Teilnehmende;weiblich;1860
2010;Radsport (Kunstradfahren, Mountainbike und Strasse);Kurse/Lager;;22
2010;Radsport (Kunstradfahren, Mountainbike und Strasse);Leitende;;74
2010;Radsport (Kunstradfahren, Mountainbike und Strasse);Teilnehmende;männlich;134
2010;Radsport (Kunstradfahren, Mountainbike und Strasse);Teilnehmende;weiblich;12
2010;Schiessen (Gewehr und Pistole);Kurse/Lager;;12
2010;Schiessen (Gewehr und Pistole);Leitende;;21
2010;Schiessen (Gewehr und Pistole);Teilnehmende;männlich;65
2010;Schiessen (Gewehr und Pistole);Teilnehmende;weiblich;14
2010;Schwimmen, Rettungsschwimmen und Wasserball;Kurse/Lager;;107
2010;Schwimmen, Rettungsschwimmen und Wasserball;Leitende;;192
2010;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;männlich;399
2010;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;weiblich;424
2010;Schwingen;Kurse/Lager;;8
2010;Schwingen;Leitende;;15
2010;Schwingen;Teilnehmende;männlich;48
2010;Schwingen;Teilnehmende;weiblich;0
2010;Segeln;Kurse/Lager;;2
2010;Segeln;Leitende;;8
2010;Segeln;Teilnehmende;männlich;6
2010;Segeln;Teilnehmende;weiblich;19
2010;Skifahren;Kurse/Lager;;19
2010;Skifahren;Leitende;;62
2010;Skifahren;Teilnehmende;männlich;347
2010;Skifahren;Teilnehmende;weiblich;339
2010;Skilanglauf;Kurse/Lager;;1
2010;Skilanglauf;Leitende;;3
2010;Skilanglauf;Teilnehmende;männlich;4
2010;Skilanglauf;Teilnehmende;weiblich;0
2010;Skitouren;Kurse/Lager;;4
2010;Skitouren;Leitende;;20
2010;Skitouren;Teilnehmende;männlich;41
2010;Skitouren;Teilnehmende;weiblich;8
2010;Snowboard;Kurse/Lager;;5
2010;Snowboard;Leitende;;13
2010;Snowboard;Teilnehmende;männlich;69
2010;Snowboard;Teilnehmende;weiblich;61
2010;Sportklettern;Kurse/Lager;;3
2010;Sportklettern;Leitende;;15
2010;Sportklettern;Teilnehmende;männlich;25
2010;Sportklettern;Teilnehmende;weiblich;28
2010;Squash;Kurse/Lager;;14
2010;Squash;Leitende;;59
2010;Squash;Teilnehmende;männlich;89
2010;Squash;Teilnehmende;weiblich;25
2010;Synchronized Skating;Kurse/Lager;;4
2010;Synchronized Skating;Leitende;;4
2010;Synchronized Skating;Teilnehmende;männlich;0
2010;Synchronized Skating;Teilnehmende;weiblich;48
2010;Tennis;Kurse/Lager;;201
2010;Tennis;Leitende;;256
2010;Tennis;Teilnehmende;männlich;669
2010;Tennis;Teilnehmende;weiblich;302
2010;Tischtennis;Kurse/Lager;;12
2010;Tischtennis;Leitende;;51
2010;Tischtennis;Teilnehmende;männlich;78
2010;Tischtennis;Teilnehmende;weiblich;16
2010;Turnen und Rhönrad;Kurse/Lager;;242
2010;Turnen und Rhönrad;Leitende;;659
2010;Turnen und Rhönrad;Teilnehmende;männlich;1091
2010;Turnen und Rhönrad;Teilnehmende;weiblich;1729
2010;Unihockey;Kurse/Lager;;23
2010;Unihockey;Leitende;;38
2010;Unihockey;Teilnehmende;männlich;228
2010;Unihockey;Teilnehmende;weiblich;42
2010;Volleyball;Kurse/Lager;;80
2010;Volleyball;Leitende;;131
2010;Volleyball;Teilnehmende;männlich;120
2010;Volleyball;Teilnehmende;weiblich;705
2011;Badminton;Kurse/Lager;;71
2011;Badminton;Leitende;;114
2011;Badminton;Teilnehmende;männlich;306
2011;Badminton;Teilnehmende;weiblich;195
2011;Baseball/Softball;Kurse/Lager;;6
2011;Baseball/Softball;Leitende;;6
2011;Baseball/Softball;Teilnehmende;männlich;32
2011;Baseball/Softball;Teilnehmende;weiblich;4
2011;Basketball und Korbball;Kurse/Lager;;47
2011;Basketball und Korbball;Leitende;;86
2011;Basketball und Korbball;Teilnehmende;männlich;230
2011;Basketball und Korbball;Teilnehmende;weiblich;123
2011;Bergsport;Kurse/Lager;;6
2011;Bergsport;Leitende;;21
2011;Bergsport;Teilnehmende;männlich;94
2011;Bergsport;Teilnehmende;weiblich;48
2011;Curling;Kurse/Lager;;6
2011;Curling;Leitende;;7
2011;Curling;Teilnehmende;männlich;24
2011;Curling;Teilnehmende;weiblich;1
2011;Diverse Sportarten;Kurse/Lager;;2
2011;Diverse Sportarten;Leitende;;2
2011;Diverse Sportarten;Teilnehmende;männlich;10
2011;Diverse Sportarten;Teilnehmende;weiblich;0
2011;Eishockey;Kurse/Lager;;21
2011;Eishockey;Leitende;;29
2011;Eishockey;Teilnehmende;männlich;179
2011;Eishockey;Teilnehmende;weiblich;13
2011;Eiskunstlauf/Eistanz;Kurse/Lager;;46
2011;Eiskunstlauf/Eistanz;Leitende;;60
2011;Eiskunstlauf/Eistanz;Teilnehmende;männlich;2
2011;Eiskunstlauf/Eistanz;Teilnehmende;weiblich;292
2011;Fussball;Kurse/Lager;;471
2011;Fussball;Leitende;;590
2011;Fussball;Teilnehmende;männlich;5060
2011;Fussball;Teilnehmende;weiblich;514
2011;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Kurse/Lager;;86
2011;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Leitende;;138
2011;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;männlich;110
2011;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;weiblich;612
2011;Gymnastik, Tanz und Tanzsport;Kurse/Lager;;33
2011;Gymnastik, Tanz und Tanzsport;Leitende;;32
2011;Gymnastik, Tanz und Tanzsport;Teilnehmende;männlich;8
2011;Gymnastik, Tanz und Tanzsport;Teilnehmende;weiblich;190
2011;Handball;Kurse/Lager;;114
2011;Handball;Leitende;;186
2011;Handball;Teilnehmende;männlich;668
2011;Handball;Teilnehmende;weiblich;310
2011;Judo;Kurse/Lager;;95
2011;Judo;Leitende;;207
2011;Judo;Teilnehmende;männlich;475
2011;Judo;Teilnehmende;weiblich;120
2011;Ju-Jitsu;Kurse/Lager;;22
2011;Ju-Jitsu;Leitende;;28
2011;Ju-Jitsu;Teilnehmende;männlich;84
2011;Ju-Jitsu;Teilnehmende;weiblich;41
2011;Karate;Kurse/Lager;;20
2011;Karate;Leitende;;58
2011;Karate;Teilnehmende;männlich;137
2011;Karate;Teilnehmende;weiblich;111
2011;Kids und Allround;Kurse/Lager;;299
2011;Kids und Allround;Leitende;;401
2011;Kids und Allround;Teilnehmende;männlich;1194
2011;Kids und Allround;Teilnehmende;weiblich;1370
2011;KJSBL, Kinder- und Jugendsport Baselland;Kurse/Lager;;115
2011;KJSBL, Kinder- und Jugendsport Baselland;Leitende;;159
2011;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;männlich;1190
2011;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;weiblich;1000
2011;Lagersport/Trekking;Kurse/Lager;;129
2011;Lagersport/Trekking;Leitende;;326
2011;Lagersport/Trekking;Teilnehmende;männlich;1103
2011;Lagersport/Trekking;Teilnehmende;weiblich;1051
2011;Leichtathletik;Kurse/Lager;;105
2011;Leichtathletik;Leitende;;189
2011;Leichtathletik;Teilnehmende;männlich;430
2011;Leichtathletik;Teilnehmende;weiblich;566
2011;Orientierungslauf;Kurse/Lager;;6
2011;Orientierungslauf;Leitende;;20
2011;Orientierungslauf;Teilnehmende;männlich;17
2011;Orientierungslauf;Teilnehmende;weiblich;12
2011;Pferdesport (Reiten und Voltigieren);Kurse/Lager;;10
2011;Pferdesport (Reiten und Voltigieren);Leitende;;10
2011;Pferdesport (Reiten und Voltigieren);Teilnehmende;männlich;0
2011;Pferdesport (Reiten und Voltigieren);Teilnehmende;weiblich;29
2011;Polysportive Lager und Kurse;Kurse/Lager;;162
2011;Polysportive Lager und Kurse;Leitende;;560
2011;Polysportive Lager und Kurse;Teilnehmende;männlich;1971
2011;Polysportive Lager und Kurse;Teilnehmende;weiblich;1859
2011;Radsport (Kunstradfahren, Mountainbike und Strasse);Kurse/Lager;;36
2011;Radsport (Kunstradfahren, Mountainbike und Strasse);Leitende;;71
2011;Radsport (Kunstradfahren, Mountainbike und Strasse);Teilnehmende;männlich;134
2011;Radsport (Kunstradfahren, Mountainbike und Strasse);Teilnehmende;weiblich;16
2011;Schiessen (Gewehr und Pistole);Kurse/Lager;;41
2011;Schiessen (Gewehr und Pistole);Leitende;;38
2011;Schiessen (Gewehr und Pistole);Teilnehmende;männlich;146
2011;Schiessen (Gewehr und Pistole);Teilnehmende;weiblich;21
2011;Schwimmen, Rettungsschwimmen und Wasserball;Kurse/Lager;;158
2011;Schwimmen, Rettungsschwimmen und Wasserball;Leitende;;202
2011;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;männlich;494
2011;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;weiblich;491
2011;Schwingen;Kurse/Lager;;10
2011;Schwingen;Leitende;;13
2011;Schwingen;Teilnehmende;männlich;36
2011;Schwingen;Teilnehmende;weiblich;0
2011;Segeln;Kurse/Lager;;3
2011;Segeln;Leitende;;4
2011;Segeln;Teilnehmende;männlich;12
2011;Segeln;Teilnehmende;weiblich;7
2011;Skifahren;Kurse/Lager;;29
2011;Skifahren;Leitende;;55
2011;Skifahren;Teilnehmende;männlich;262
2011;Skifahren;Teilnehmende;weiblich;254
2011;Skilanglauf;Kurse/Lager;;4
2011;Skilanglauf;Leitende;;6
2011;Skilanglauf;Teilnehmende;männlich;3
2011;Skilanglauf;Teilnehmende;weiblich;3
2011;Skitouren;Kurse/Lager;;4
2011;Skitouren;Leitende;;13
2011;Skitouren;Teilnehmende;männlich;43
2011;Skitouren;Teilnehmende;weiblich;33
2011;Snowboard;Kurse/Lager;;6
2011;Snowboard;Leitende;;10
2011;Snowboard;Teilnehmende;männlich;45
2011;Snowboard;Teilnehmende;weiblich;50
2011;Sportklettern;Kurse/Lager;;15
2011;Sportklettern;Leitende;;44
2011;Sportklettern;Teilnehmende;männlich;166
2011;Sportklettern;Teilnehmende;weiblich;91
2011;Squash;Kurse/Lager;;24
2011;Squash;Leitende;;64
2011;Squash;Teilnehmende;männlich;90
2011;Squash;Teilnehmende;weiblich;39
2011;Synchronized Skating;Kurse/Lager;;7
2011;Synchronized Skating;Leitende;;8
2011;Synchronized Skating;Teilnehmende;männlich;0
2011;Synchronized Skating;Teilnehmende;weiblich;62
2011;Tennis;Kurse/Lager;;232
2011;Tennis;Leitende;;314
2011;Tennis;Teilnehmende;männlich;667
2011;Tennis;Teilnehmende;weiblich;281
2011;Tischtennis;Kurse/Lager;;18
2011;Tischtennis;Leitende;;49
2011;Tischtennis;Teilnehmende;männlich;74
2011;Tischtennis;Teilnehmende;weiblich;17
2011;Turnen und Rhönrad;Kurse/Lager;;399
2011;Turnen und Rhönrad;Leitende;;781
2011;Turnen und Rhönrad;Teilnehmende;männlich;1275
2011;Turnen und Rhönrad;Teilnehmende;weiblich;1946
2011;Unihockey;Kurse/Lager;;44
2011;Unihockey;Leitende;;55
2011;Unihockey;Teilnehmende;männlich;308
2011;Unihockey;Teilnehmende;weiblich;59
2011;Volleyball;Kurse/Lager;;106
2011;Volleyball;Leitende;;152
2011;Volleyball;Teilnehmende;männlich;162
2011;Volleyball;Teilnehmende;weiblich;654
2012;Badminton;Kurse/Lager;;51
2012;Badminton;Leitende;;131
2012;Badminton;Teilnehmende;männlich;269
2012;Badminton;Teilnehmende;weiblich;176
2012;Baseball/Softball;Kurse/Lager;;9
2012;Baseball/Softball;Leitende;;26
2012;Baseball/Softball;Teilnehmende;männlich;42
2012;Baseball/Softball;Teilnehmende;weiblich;14
2012;Basketball und Korbball;Kurse/Lager;;33
2012;Basketball und Korbball;Leitende;;88
2012;Basketball und Korbball;Teilnehmende;männlich;245
2012;Basketball und Korbball;Teilnehmende;weiblich;82
2012;Bergsport;Kurse/Lager;;1
2012;Bergsport;Leitende;;9
2012;Bergsport;Teilnehmende;männlich;35
2012;Bergsport;Teilnehmende;weiblich;15
2012;Curling;Kurse/Lager;;6
2012;Curling;Leitende;;21
2012;Curling;Teilnehmende;männlich;38
2012;Curling;Teilnehmende;weiblich;3
2012;Diverse Sportarten;Kurse/Lager;;4
2012;Diverse Sportarten;Leitende;;10
2012;Diverse Sportarten;Teilnehmende;männlich;29
2012;Diverse Sportarten;Teilnehmende;weiblich;10
2012;Eishockey;Kurse/Lager;;18
2012;Eishockey;Leitende;;32
2012;Eishockey;Teilnehmende;männlich;162
2012;Eishockey;Teilnehmende;weiblich;6
2012;Eiskunstlauf/Eistanz;Kurse/Lager;;41
2012;Eiskunstlauf/Eistanz;Leitende;;66
2012;Eiskunstlauf/Eistanz;Teilnehmende;männlich;4
2012;Eiskunstlauf/Eistanz;Teilnehmende;weiblich;275
2012;Fussball;Kurse/Lager;;318
2012;Fussball;Leitende;;532
2012;Fussball;Teilnehmende;männlich;3943
2012;Fussball;Teilnehmende;weiblich;511
2012;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Kurse/Lager;;45
2012;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Leitende;;115
2012;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;männlich;83
